X [m]	Y [m]	Z [m]	Volume [m^3]	Surface [m^2]	Pressure [Pa]	
0.015	0.0916095902	0.281942777	2.09664333e-06		3280.62856	
0.015	0.108021478	0.260650807	2.09665373e-06		3264.57996	
0.015	0.124433366	0.260650807	2.09665373e-06		3162.64415	
0.015	0.108021478	0.281942777	2.09664333e-06		3197.54679	
0.015	0.124433366	0.281942777	2.09664333e-06		2932.2153	
0.015	0.0751977476	0.303234694	2.0966317e-06		3305.14611	
0.015	0.0916095902	0.303234694	2.09664334e-06		3231.81977	
0.015	0.0751977476	0.324526611	2.0966317e-06		3239.916	
0.015	0.0916095902	0.324526611	2.09664334e-06		3068.31195	
0.015	0.108021478	0.303234694	2.09664333e-06		2997.26567	
0.015	0.124433366	0.303234694	2.09664333e-06		2421.57631	
0.015	0.108021478	0.324526611	2.09664333e-06		2554.02452	
0.015	0.124433366	0.324526611	2.09664333e-06		1777.03899	
0.015	0.140175287	0.177088129	1.88399418e-06		3373.96189	
0.015	0.157750371	0.177088129	2.50977671e-06		3279.18889	
0.015	0.140175287	0.197921463	1.88399418e-06		3272.4888	
0.015	0.157750371	0.197921463	2.50977671e-06		3187.41888	
0.015	0.181161918	0.177088129	3.34311013e-06		3000.80842	
0.015	0.212346916	0.177088129	4.4531394e-06		1999.65802	
0.015	0.181161918	0.197921463	3.34311013e-06		2696.19116	
0.015	0.212346916	0.197921463	4.4531394e-06		1624.81221	
0.015	0.140175287	0.218754796	1.88399418e-06		3239.01546	
0.015	0.157750371	0.218754796	2.50977671e-06		3038.85452	
0.015	0.140175287	0.239588129	1.88399418e-06		3131.40871	
0.015	0.157750371	0.239588129	2.50977671e-06		2673.93365	
0.015	0.181161918	0.218754796	3.34311013e-06		2174.27874	
0.015	0.212346916	0.218754796	4.4531394e-06		1372.1188	
0.015	0.181161918	0.239588129	3.34311013e-06		1692.25348	
0.015	0.212346916	0.239588129	4.4531394e-06		1252.71321	
0.015	0.253886422	0.177088129	5.93173715e-06		1301.43203	
0.015	0.309209906	0.177088129	7.89913376e-06		1182.30753	
0.015	0.253886422	0.197921463	5.93173715e-06		1228.96251	
0.015	0.309209906	0.197921463	7.89913376e-06		1176.1389	
0.015	0.253886422	0.218754796	5.93173715e-06		1194.14307	
0.015	0.309209906	0.218754796	7.89913376e-06		1173.51944	
0.015	0.253886422	0.239588129	5.93173715e-06		1180.01851	
0.015	0.309209906	0.239588129	7.89913376e-06		1172.52096	
0.015	0.140175287	0.260650807	1.92547422e-06		2876.17516	
0.015	0.157750371	0.260650807	2.56503466e-06		2067.45779	
0.015	0.140175287	0.281942777	1.92546467e-06		2322.19117	
0.015	0.157750371	0.281942777	2.56502193e-06		1546.01462	
0.015	0.181161918	0.260650807	3.41671565e-06		1376.56749	
0.015	0.212346916	0.260650807	4.55118452e-06		1199.48407	
0.015	0.181161918	0.281942777	3.4166987e-06		1240.6192	
0.015	0.212346916	0.281942777	4.55116195e-06		1180.43881	
0.015	0.140175287	0.303234694	1.92546468e-06		1684.08224	
0.015	0.157750371	0.303234694	2.56502194e-06		1297.72717	
0.015	0.140175287	0.324526611	1.92546468e-06		1341.75628	
0.015	0.157750371	0.324526611	2.56502194e-06		1207.99879	
0.015	0.181161918	0.303234694	3.4166987e-06		1192.309	
0.015	0.212346916	0.303234694	4.55116195e-06		1174.38393	
0.015	0.181161918	0.324526611	3.4166987e-06		1177.51589	
0.015	0.212346916	0.324526611	4.55116195e-06		1172.63187	
0.015	0.253886422	0.260650807	6.06233667e-06		1174.58959	
0.015	0.309209906	0.260650807	8.07304961e-06		1172.16312	
0.015	0.253886422	0.281942777	6.0623066e-06		1172.76302	
0.015	0.309209906	0.281942777	8.07300956e-06		1172.04706	
0.015	0.253886422	0.303234694	6.06230661e-06		1172.20999	
0.015	0.309209906	0.303234694	8.07300957e-06		1172.01312	
0.015	0.253886422	0.324526611	6.06230661e-06		1172.05515	
0.015	0.309209906	0.324526611	8.07300957e-06		1172.00384	
0.015	0.0332504911	0.37683194	6.18293623e-09		3351.16897	
0.015	0.0456270807	0.346951818	1.14110497e-06		3359.16243	
0.015	0.0586184369	0.345818527	2.13943197e-06		3274.07204	
0.015	0.0428654755	0.36777206	1.86376375e-06		3310.58654	
0.015	0.0586184369	0.367110444	2.13943197e-06		3186.06407	
0.015	0.0313231767	0.391217611	4.59356439e-07		3387.95895	
0.015	0.0287019583	0.410782651	1.18819816e-06		3444.4376	
0.015	0.0418716123	0.388402361	2.13943197e-06		3262.56849	
0.015	0.0586184369	0.388402361	2.13943197e-06		2946.6096	
0.015	0.0418716123	0.409694278	2.13943197e-06		3052.35666	
0.015	0.0586184369	0.409694278	2.13943197e-06		2254.12388	
0.015	0.0751977476	0.345818527	2.0966317e-06		3130.18486	
0.015	0.0916095902	0.345818527	2.09664334e-06		2680.0289	
0.015	0.0751977476	0.367110444	2.0966317e-06		2800.23681	
0.015	0.0916095902	0.367110444	2.09664334e-06		2005.39141	
0.015	0.108021478	0.345818527	2.09664333e-06		1886.90944	
0.015	0.124433366	0.345818527	2.09664333e-06		1374.3041	
0.015	0.108021478	0.367110444	2.09664333e-06		1412.64874	
0.015	0.124433366	0.367110444	2.09664333e-06		1228.6244	
0.015	0.0751977476	0.388402361	2.0966317e-06		2131.27485	
0.015	0.0916095902	0.388402361	2.09664334e-06		1451.00786	
0.015	0.0751977476	0.409694278	2.0966317e-06		1496.90464	
0.015	0.0916095902	0.409694278	2.09664334e-06		1251.40633	
0.015	0.108021478	0.388402361	2.09664333e-06		1238.6809	
0.015	0.124433366	0.388402361	2.09664333e-06		1186.53321	
0.015	0.108021478	0.409694278	2.09664333e-06		1189.14033	
0.015	0.124433366	0.409694278	2.09664333e-06		1175.55063	
0.015	0.0163807903	0.440249106	1.38385447e-08		3504.00598	
0.015	0.0259740707	0.431598331	1.90320134e-06		3145.6747	
0.015	0.0144271093	0.454831579	5.06449794e-07		3699.96392	
0.015	0.0251247884	0.452278112	2.13943182e-06		2720.95731	
0.015	0.0418716123	0.430986195	2.13943197e-06		2414.16588	
0.015	0.0586184369	0.430986195	2.13943197e-06		1586.82091	
0.015	0.0418716123	0.452278112	2.13943197e-06		1679.99676	
0.015	0.0586184369	0.452278112	2.13943197e-06		1288.549	
0.015	0.0117763777	0.47461691	1.23529152e-06		2615.61541	
0.015	0.0251247884	0.473570029	2.13943182e-06		1752.14003	
0.015	0.00909487535	0.495417874	1.93974691e-06		1656.26944	
0.015	0.0251247884	0.494861945	2.13943182e-06		1298.40776	
0.015	0.0418716123	0.473570029	2.13943197e-06		1297.94961	
0.015	0.0586184369	0.473570029	2.13943197e-06		1194.96294	
0.015	0.0418716123	0.494861945	2.13943197e-06		1191.23087	
0.015	0.0586184369	0.494861945	2.13943197e-06		1174.85002	
0.015	0.0751977476	0.430986195	2.0966317e-06		1270.83767	
0.015	0.0916095902	0.430986195	2.09664334e-06		1192.58303	
0.015	0.0751977476	0.452278112	2.0966317e-06		1194.95092	
0.015	0.0916095902	0.452278112	2.09664334e-06		1176.30862	
0.015	0.108021478	0.430986195	2.09664333e-06		1176.06888	
0.015	0.124433366	0.430986195	2.09664333e-06		1172.78793	
0.015	0.108021478	0.452278112	2.09664333e-06		1172.78755	
0.015	0.124433366	0.452278112	2.09664333e-06		1172.14276	
0.015	0.0751977476	0.473570029	2.0966317e-06		1175.97992	
0.015	0.0916095902	0.473570029	2.09664334e-06		1172.67782	
0.015	0.0751977476	0.494861945	2.0966317e-06		1172.42388	
0.015	0.0916095902	0.494861945	2.09664334e-06		1172.06408	
0.015	0.108021478	0.473570029	2.09664333e-06		1172.11421	
0.015	0.124433366	0.473570029	2.09664333e-06		1172.01967	
0.015	0.108021478	0.494861945	2.09664333e-06		1172.01022	
0.015	0.124433366	0.494861945	2.09664333e-06		1172.00219	
0.015	0.140175287	0.345818527	1.92546468e-06		1220.20694	
0.015	0.157750371	0.345818527	2.56502194e-06		1181.58439	
0.015	0.140175287	0.367110444	1.92546468e-06		1184.58622	
0.015	0.157750371	0.367110444	2.56502194e-06		1174.42603	
0.015	0.181161918	0.345818527	3.4166987e-06		1173.42833	
0.015	0.212346916	0.345818527	4.55116195e-06		1172.16078	
0.015	0.181161918	0.367110444	3.4166987e-06		1172.35373	
0.015	0.212346916	0.367110444	4.55116195e-06		1172.03949	
0.015	0.140175287	0.388402361	1.92546468e-06		1175.12129	
0.015	0.157750371	0.388402361	2.56502194e-06		1172.58555	
0.015	0.140175287	0.409694278	1.92546468e-06		1172.73192	
0.015	0.157750371	0.409694278	2.56502194e-06		1172.13233	
0.015	0.181161918	0.388402361	3.4166987e-06		1172.08351	
0.015	0.212346916	0.388402361	4.55116195e-06		1172.00962	
0.015	0.181161918	0.409694278	3.4166987e-06		1172.01867	
0.015	0.212346916	0.409694278	4.55116195e-06		1172.00265	
0.015	0.253886422	0.345818527	6.06230661e-06		1172.01429	
0.015	0.309209906	0.345818527	8.07300957e-06		1172.00142	
0.015	0.253886422	0.367110444	6.06230661e-06		1172.00397	
0.015	0.309209906	0.367110444	8.07300957e-06		1172.00081	
0.015	0.253886422	0.388402361	6.06230661e-06		1172.00147	
0.015	0.309209906	0.388402361	8.07300957e-06		1172.00066	
0.015	0.253886422	0.409694278	6.06230661e-06		1172.0009	
0.015	0.309209906	0.409694278	8.07300957e-06		1172.00061	
0.015	0.140175287	0.430986195	1.92546468e-06		1172.15356	
0.015	0.157750371	0.430986195	2.56502194e-06		1172.02682	
0.015	0.140175287	0.452278112	1.92546468e-06		1172.02664	
0.015	0.157750371	0.452278112	2.56502194e-06		1172.00497	
0.015	0.181161918	0.430986195	3.4166987e-06		1172.00419	
0.015	0.212346916	0.430986195	4.55116195e-06		1172.00115	
0.015	0.181161918	0.452278112	3.4166987e-06		1172.00134	
0.015	0.212346916	0.452278112	4.55116195e-06		1172.00086	
0.015	0.140175287	0.473570029	1.92546468e-06		1172.00399	
0.015	0.157750371	0.473570029	2.56502194e-06		1172.0013	
0.015	0.140175287	0.494861945	1.92546468e-06		1172.001	
0.015	0.157750371	0.494861945	2.56502194e-06		1172.00083	
0.015	0.181161918	0.473570029	3.4166987e-06		1172.00088	
0.015	0.212346916	0.473570029	4.55116195e-06		1172.00079	
0.015	0.181161918	0.494861945	3.4166987e-06		1172.0008	
0.015	0.212346916	0.494861945	4.55116195e-06		1172.00076	
0.015	0.253886422	0.430986195	6.06230661e-06		1172.00076	
0.015	0.309209906	0.430986195	8.07300957e-06		1172.00059	
0.015	0.253886422	0.452278112	6.06230661e-06		1172.00072	
0.015	0.309209906	0.452278112	8.07300957e-06		1172.00057	
0.015	0.253886422	0.473570029	6.06230661e-06		1172.0007	
0.015	0.309209906	0.473570029	8.07300957e-06		1172.00056	
0.015	0.253886422	0.494861945	6.06230661e-06		1172.00068	
0.015	0.309209906	0.494861945	8.07300957e-06		1172.00054	
0.015	0.00837568839	0.516153862	2.14001353e-06		1172.01532	
0.015	0.0251247884	0.516153862	2.13943182e-06		1172.00864	
0.015	0.00837568839	0.537276946	2.10607528e-06		1172.00039	
0.015	0.0251247884	0.537276946	2.10550279e-06		1172.00044	
0.015	0.0418716123	0.516153862	2.13943197e-06		1172.00261	
0.015	0.0586184369	0.516153862	2.13943197e-06		1172.00102	
0.015	0.0418716123	0.537276946	2.10550295e-06		1172.00049	
0.015	0.0586184369	0.537276946	2.10550295e-06		1172.00055	
0.015	0.00837568839	0.561436535	2.75040126e-06		1172.00037	
0.015	0.0251247884	0.561436535	2.74965363e-06		1172.00042	
0.015	0.00837568839	0.592986402	3.59164322e-06		1172.00034	
0.015	0.0251247884	0.592986402	3.59066691e-06		1172.00039	
0.015	0.0418716123	0.561436535	2.74965383e-06		1172.00047	
0.015	0.0586184369	0.561436535	2.74965383e-06		1172.00053	
0.015	0.0418716123	0.592986402	3.59066717e-06		1172.00044	
0.015	0.0586184369	0.592986402	3.59066717e-06		1172.0005	
0.015	0.0751977476	0.516153862	2.0966317e-06		1172.0007	
0.015	0.0916095902	0.516153862	2.09664334e-06		1172.00069	
0.015	0.0751977476	0.537276946	2.06338144e-06		1172.0006	
0.015	0.0916095902	0.537276946	2.06339289e-06		1172.00065	
0.015	0.108021478	0.516153862	2.09664333e-06		1172.00071	
0.015	0.124433366	0.516153862	2.09664333e-06		1172.00074	
0.015	0.108021478	0.537276946	2.06339289e-06		1172.00069	
0.015	0.124433366	0.537276946	2.06339289e-06		1172.00072	
0.015	0.0751977476	0.561436535	2.6946458e-06		1172.00058	
0.015	0.0916095902	0.561436535	2.69466076e-06		1172.00063	
0.015	0.0751977476	0.592986402	3.51883431e-06		1172.00055	
0.015	0.0916095902	0.592986402	3.51885383e-06		1172.00058	
0.015	0.108021478	0.561436535	2.69466075e-06		1172.00066	
0.015	0.124433366	0.561436535	2.69466075e-06		1172.00068	
0.015	0.108021478	0.592986402	3.51885383e-06		1172.00061	
0.015	0.124433366	0.592986402	3.51885383e-06		1172.00064	
0.015	0.00837568839	0.63418616	4.69018877e-06		1172.0003	
0.015	0.0251247884	0.63418616	4.68891385e-06		1172.00035	
0.015	0.00837568839	0.687987339	6.12473718e-06		1172.00025	
0.015	0.0251247884	0.687987339	6.1230723e-06		1172.0003	
0.015	0.0418716123	0.63418616	4.68891419e-06		1172.00041	
0.015	0.0586184369	0.63418616	4.68891419e-06		1172.00046	
0.015	0.0418716123	0.687987339	6.12307275e-06		1172.00035	
0.015	0.0586184369	0.687987339	6.12307275e-06		1172.00039	
0.015	0.00837568839	0.758244231	7.99805878e-06		1172.00019	
0.015	0.0251247884	0.758244231	7.99588468e-06		1172.00023	
0.015	0.00837568839	0.849978043	1.04419531e-05		1172.00009	
0.015	0.0251247884	0.849978043	1.04391147e-05		1172.00012	
0.015	0.0418716123	0.758244231	7.99588527e-06		1172.00026	
0.015	0.0586184369	0.758244231	7.99588527e-06		1172.00029	
0.015	0.0418716123	0.849978043	1.04391154e-05		1172.00013	
0.015	0.0586184369	0.849978043	1.04391154e-05		1172.00014	
0.015	0.0751977476	0.63418616	4.59511042e-06		1172.0005	
0.015	0.0916095902	0.63418616	4.59513592e-06		1172.00053	
0.015	0.0751977476	0.687987339	6.00057801e-06		1172.00042	
0.015	0.0916095902	0.687987339	6.00061131e-06		1172.00044	
0.015	0.108021478	0.63418616	4.59513591e-06		1172.00055	
0.015	0.124433366	0.63418616	4.59513591e-06		1172.00057	
0.015	0.108021478	0.687987339	6.0006113e-06		1172.00046	
0.015	0.124433366	0.687987339	6.0006113e-06		1172.00047	
0.015	0.0751977476	0.758244231	7.83592409e-06		1172.00031	
0.015	0.0916095902	0.758244231	7.83596758e-06		1172.00032	
0.015	0.0751977476	0.849978043	1.02302764e-05		1172.00014	
0.015	0.0916095902	0.849978043	1.02303331e-05		1172.00014	
0.015	0.108021478	0.758244231	7.83596756e-06		1172.00032	
0.015	0.124433366	0.758244231	7.83596756e-06		1172.00032	
0.015	0.108021478	0.849978043	1.02303331e-05		1172.00013	
0.015	0.124433366	0.849978043	1.02303331e-05		1172.00013	
0.015	0.140175287	0.516153862	1.92546468e-06		1172.00076	
0.015	0.157750371	0.516153862	2.56502194e-06		1172.00077	
0.015	0.140175287	0.537276946	1.89492894e-06		1172.00073	
0.015	0.157750371	0.537276946	2.52434352e-06		1172.00074	
0.015	0.181161918	0.516153862	3.4166987e-06		1172.00077	
0.015	0.212346916	0.516153862	4.55116195e-06		1172.00073	
0.015	0.181161918	0.537276946	3.36251364e-06		1172.00074	
0.015	0.212346916	0.537276946	4.47898556e-06		1172.0007	
0.015	0.140175287	0.561436535	2.47465747e-06		1172.0007	
0.015	0.157750371	0.561436535	3.29663316e-06		1172.0007	
0.015	0.140175287	0.592986402	3.23156001e-06		1172.00065	
0.015	0.157750371	0.592986402	4.30494644e-06		1172.00065	
0.015	0.181161918	0.561436535	4.39123038e-06		1172.0007	
0.015	0.212346916	0.561436535	5.84927216e-06		1172.00067	
0.015	0.181161918	0.592986402	5.73433884e-06		1172.00064	
0.015	0.212346916	0.592986402	7.63833953e-06		1172.00062	
0.015	0.253886422	0.516153862	6.06230661e-06		1172.00065	
0.015	0.309209906	0.516153862	8.07300957e-06		1172.00052	
0.015	0.253886422	0.537276946	5.96616513e-06		1172.00063	
0.015	0.309209906	0.537276946	7.94498057e-06		1172.0005	
0.015	0.253886422	0.561436535	7.79143473e-06		1172.0006	
0.015	0.309209906	0.561436535	1.03756427e-05		1172.00048	
0.015	0.253886422	0.592986402	1.01745349e-05		1172.00056	
0.015	0.309209906	0.592986402	1.35491527e-05		1172.00045	
0.015	0.140175287	0.63418616	4.21996996e-06		1172.00057	
0.015	0.157750371	0.63418616	5.62166403e-06		1172.00057	
0.015	0.140175287	0.687987339	5.5106965e-06		1172.00047	
0.015	0.157750371	0.687987339	7.34111489e-06		1172.00047	
0.015	0.181161918	0.63418616	7.4882526e-06		1172.00057	
0.015	0.212346916	0.63418616	9.97461389e-06		1172.00055	
0.015	0.181161918	0.687987339	9.77862114e-06		1172.00047	
0.015	0.212346916	0.687987339	1.30254647e-05		1172.00045	
0.015	0.140175287	0.758244231	7.19620667e-06		1172.00032	
0.015	0.157750371	0.758244231	9.58647966e-06		1172.00032	
0.015	0.140175287	0.849978043	9.39508629e-06		1172.00013	
0.015	0.157750371	0.849978043	1.25157333e-05		1172.00013	
0.015	0.181161918	0.758244231	1.27695253e-05		1172.00032	
0.015	0.212346916	0.758244231	1.70094536e-05		1172.00031	
0.015	0.181161918	0.849978043	1.66713934e-05		1172.00013	
0.015	0.212346916	0.849978043	2.22068781e-05		1172.00013	
0.015	0.253886422	0.63418616	1.32865339e-05		1172.0005	
0.015	0.309209906	0.63418616	1.76933175e-05		1172.00041	
0.015	0.253886422	0.687987339	1.73503738e-05		1172.00042	
0.015	0.309209906	0.687987339	2.3105023e-05		1172.00035	
0.015	0.253886422	0.758244231	2.2657186e-05		1172.0003	
0.015	0.309209906	0.758244231	3.01719611e-05		1172.00025	
0.015	0.253886422	0.849978043	2.95803368e-05		1172.00013	
0.015	0.309209906	0.849978043	3.93913337e-05		1172.00012	
0.015	0.00837568839	5.55111512e-17		0.000100508261	1.9487547	
0.012	0.00837568839	2.77555756e-17		9.2988821e-19	1.94875646	
0.018	0.00837568839	2.77555756e-17		9.2988821e-19	1.94875646	
0.015	0	2.77555756e-17		3.33066907e-19	1.94875646	
0.015	0.00837568839	0		0.000100508261	1.94875646	
0.015	0.0251247884	5.55111512e-17		0.00010048094	1.94875469	
0.012	0.0251247884	2.77555756e-17		9.2963544e-19	1.94875646	
0.018	0.0251247884	2.77555756e-17		9.2963544e-19	1.94875646	
0.015	0.0251247884	0		0.00010048094	1.94875646	
0.015	0.0418716123	5.55111512e-17		0.000100480947	1.94875469	
0.012	0.0418716123	2.77555756e-17		9.29635509e-19	1.94875646	
0.018	0.0418716123	2.77555756e-17		9.29635509e-19	1.94875646	
0.015	0.0418716123	0		0.000100480947	1.94875646	
0.015	0.0586184369	5.55111512e-17		0.000100480947	1.94875469	
0.012	0.0586184369	2.77555756e-17		9.29635509e-19	1.94875646	
0.018	0.0586184369	2.77555756e-17		9.29635509e-19	1.94875646	
0.015	0.0586184369	0		0.000100480947	1.94875646	
0.015	0.0751977476	5.55111512e-17		9.84707819e-05	1.94876647	
0.012	0.0751977476	2.77555756e-17		9.11037745e-19	1.94876667	
0.018	0.0751977476	2.77555756e-17		9.11037745e-19	1.94876667	
0.015	0.0751977476	0		9.84707819e-05	1.94876667	
0.015	0.0916095902	5.55111512e-17		9.84713284e-05	1.94876647	
0.012	0.0916095902	2.77555756e-17		9.110428e-19	1.94876667	
0.018	0.0916095902	2.77555756e-17		9.110428e-19	1.94876667	
0.015	0.0916095902	0		9.84713284e-05	1.94876667	
0.015	0.108021478	5.55111512e-17		9.84713282e-05	1.94876647	
0.012	0.108021478	2.77555756e-17		9.11042799e-19	1.94876667	
0.018	0.108021478	2.77555756e-17		9.11042799e-19	1.94876667	
0.015	0.108021478	0		9.84713282e-05	1.94876667	
0.015	0.124433366	5.55111512e-17		9.84713282e-05	1.94876647	
0.012	0.124433366	2.77555756e-17		9.11042799e-19	1.94876667	
0.018	0.124433366	2.77555756e-17		9.11042799e-19	1.94876667	
0.015	0.124433366	0		9.84713282e-05	1.94876667	
0.015	0.130515173	0.0129107427		9.84844275e-05	3133.03487	
0.012	0.131223219	0.0155532053		3.36777169e-05	3136.16914	
0.018	0.131223219	0.0155532053		3.36777169e-05	3136.16914	
0.015	0.125599899	0.0312547965		0.000129409516	5210.6475	
0.012	0.128935156	0.0326315378		0.000146654399	5151.81959	
0.018	0.128935156	0.0326315378		0.000146654399	5151.81959	
0.015	0.120017624	0.0520881293		0.000129409523	4343.2544	
0.012	0.126225596	0.0528559704		0.000262951796	4397.99394	
0.018	0.126225596	0.0528559704		0.000262951796	4397.99394	
0.015	0.113935817	0.0747857422		0.000106248992	4295.24188	
0.012	0.114699685	0.0776365379		3.91973899e-05	4322.51822	
0.018	0.114699685	0.0776365379		3.91973899e-05	4322.51822	
0.015	0.116726954	0.0643690755		2.31605305e-05	4048.25577	
0.012	0.124476488	0.0729717095		0.000340051799	4056.01439	
0.015	0.108853074	0.0937547959		0.000129409523	3623.0577	
0.012	0.112364177	0.095069007		0.000153632247	3604.35293	
0.018	0.112364177	0.095069007		0.000153632247	3604.35293	
