X [m]	Y [m]	Z [m]	Volume [m^3]	Surface [m^2]	Pressure [Pa]	
0.015	0.0251247884	0.758244231	7.99588468e-06		1172.00007	
0.015	0.00837568839	0.849978043	1.04419531e-05		1172.00003	
0.015	0.0251247884	0.849978043	1.04391147e-05		1172.00004	
0.015	0.0418716123	0.758244231	7.99588527e-06		1172.00008	
0.015	0.0586184369	0.758244231	7.99588527e-06		1172.00009	
0.015	0.0418716123	0.849978043	1.04391154e-05		1172.00005	
0.015	0.0586184369	0.849978043	1.04391154e-05		1172.00005	
0.015	0.0751977476	0.63418616	4.59511042e-06		1172.00012	
0.015	0.0916095902	0.63418616	4.59513592e-06		1172.00013	
0.015	0.0751977476	0.687987339	6.00057801e-06		1172.00011	
0.015	0.0916095902	0.687987339	6.00061131e-06		1172.00012	
0.015	0.108021478	0.63418616	4.59513591e-06		1172.00013	
0.015	0.124433366	0.63418616	4.59513591e-06		1172.00013	
0.015	0.108021478	0.687987339	6.0006113e-06		1172.00013	
0.015	0.124433366	0.687987339	6.0006113e-06		1172.00013	
0.015	0.0751977476	0.758244231	7.83592409e-06		1172.00009	
0.015	0.0916095902	0.758244231	7.83596758e-06		1172.0001	
0.015	0.0751977476	0.849978043	1.02302764e-05		1172.00006	
0.015	0.0916095902	0.849978043	1.02303331e-05		1172.00006	
0.015	0.108021478	0.758244231	7.83596756e-06		1172.0001	
0.015	0.124433366	0.758244231	7.83596756e-06		1172.00011	
0.015	0.108021478	0.849978043	1.02303331e-05		1172.00006	
0.015	0.124433366	0.849978043	1.02303331e-05		1172.00007	
0.015	0.140175287	0.516153862	1.92546468e-06		1172.02356	
0.015	0.157750371	0.516153862	2.56502194e-06		1172.00727	
0.015	0.140175287	0.537276946	1.89492894e-06		1172.00015	
0.015	0.157750371	0.537276946	2.52434352e-06		1172.00014	
0.015	0.181161918	0.516153862	3.4166987e-06		1172.00184	
0.015	0.212346916	0.516153862	4.55116195e-06		1172.00045	
0.015	0.181161918	0.537276946	3.36251364e-06		1172.00013	
0.015	0.212346916	0.537276946	4.47898556e-06		1172.00013	
0.015	0.140175287	0.561436535	2.47465747e-06		1172.00013	
0.015	0.157750371	0.561436535	3.29663316e-06		1172.00013	
0.015	0.140175287	0.592986402	3.23156001e-06		1172.00014	
0.015	0.157750371	0.592986402	4.30494644e-06		1172.00014	
0.015	0.181161918	0.561436535	4.39123038e-06		1172.00014	
0.015	0.212346916	0.561436535	5.84927216e-06		1172.00014	
0.015	0.181161918	0.592986402	5.73433884e-06		1172.00014	
0.015	0.212346916	0.592986402	7.63833953e-06		1172.00014	
0.015	0.253886422	0.516153862	6.06230661e-06		1172.00018	
0.015	0.309209906	0.516153862	8.07300957e-06		1172.00013	
0.015	0.253886422	0.537276946	5.96616513e-06		1172.00013	
0.015	0.309209906	0.537276946	7.94498057e-06		1172.00013	
0.015	0.253886422	0.561436535	7.79143473e-06		1172.00013	
0.015	0.309209906	0.561436535	1.03756427e-05		1172.00013	
0.015	0.253886422	0.592986402	1.01745349e-05		1172.00013	
0.015	0.309209906	0.592986402	1.35491527e-05		1172.00012	
0.015	0.140175287	0.63418616	4.21996996e-06		1172.00014	
0.015	0.157750371	0.63418616	5.62166403e-06		1172.00014	
0.015	0.140175287	0.687987339	5.5106965e-06		1172.00013	
0.015	0.157750371	0.687987339	7.34111489e-06		1172.00014	
0.015	0.181161918	0.63418616	7.4882526e-06		1172.00014	
0.015	0.212346916	0.63418616	9.97461389e-06		1172.00014	
0.015	0.181161918	0.687987339	9.77862114e-06		1172.00014	
0.015	0.212346916	0.687987339	1.30254647e-05		1172.00013	
0.015	0.140175287	0.758244231	7.19620667e-06		1172.00011	
0.015	0.157750371	0.758244231	9.58647966e-06		1172.00011	
0.015	0.140175287	0.849978043	9.39508629e-06		1172.00007	
0.015	0.157750371	0.849978043	1.25157333e-05		1172.00007	
0.015	0.181161918	0.758244231	1.27695253e-05		1172.00011	
0.015	0.212346916	0.758244231	1.70094536e-05		1172.00011	
0.015	0.181161918	0.849978043	1.66713934e-05		1172.00007	
0.015	0.212346916	0.849978043	2.22068781e-05		1172.00006	
0.015	0.253886422	0.63418616	1.32865339e-05		1172.00013	
0.015	0.309209906	0.63418616	1.76933175e-05		1172.00012	
0.015	0.253886422	0.687987339	1.73503738e-05		1172.00012	
0.015	0.309209906	0.687987339	2.3105023e-05		1172.0001	
0.015	0.253886422	0.758244231	2.2657186e-05		1172.0001	
0.015	0.309209906	0.758244231	3.01719611e-05		1172.00008	
0.015	0.253886422	0.849978043	2.95803368e-05		1172.00006	
0.015	0.309209906	0.849978043	3.93913337e-05		1172.00004	
0.015	0.00837568839	5.55111512e-17		0.000100508261	96.813078	
0.012	0.00837568839	2.77555756e-17		9.2988821e-19	96.8130791	
0.018	0.00837568839	2.77555756e-17		9.2988821e-19	96.8130791	
0.015	0	2.77555756e-17		3.33066907e-19	96.8130791	
0.015	0.00837568839	0		0.000100508261	96.8130791	
0.015	0.0251247884	5.55111512e-17		0.00010048094	96.813078	
0.012	0.0251247884	2.77555756e-17		9.2963544e-19	96.8130791	
0.018	0.0251247884	2.77555756e-17		9.2963544e-19	96.8130791	
0.015	0.0251247884	0		0.00010048094	96.8130791	
0.015	0.0418716123	5.55111512e-17		0.000100480947	96.813078	
0.012	0.0418716123	2.77555756e-17		9.29635509e-19	96.8130791	
0.018	0.0418716123	2.77555756e-17		9.29635509e-19	96.8130791	
0.015	0.0418716123	0		0.000100480947	96.8130791	
0.015	0.0586184369	5.55111512e-17		0.000100480947	96.813078	
0.012	0.0586184369	2.77555756e-17		9.29635509e-19	96.8130791	
0.018	0.0586184369	2.77555756e-17		9.29635509e-19	96.8130791	
0.015	0.0586184369	0		0.000100480947	96.8130791	
0.015	0.0751977476	5.55111512e-17		9.84707819e-05	96.8130761	
0.012	0.0751977476	2.77555756e-17		9.11037745e-19	96.8130775	
0.018	0.0751977476	2.77555756e-17		9.11037745e-19	96.8130775	
0.015	0.0751977476	0		9.84707819e-05	96.8130775	
0.015	0.0916095902	5.55111512e-17		9.84713284e-05	96.8130761	
0.012	0.0916095902	2.77555756e-17		9.110428e-19	96.8130775	
0.018	0.0916095902	2.77555756e-17		9.110428e-19	96.8130775	
0.015	0.0916095902	0		9.84713284e-05	96.8130775	
0.015	0.108021478	5.55111512e-17		9.84713282e-05	96.8130761	
0.012	0.108021478	2.77555756e-17		9.11042799e-19	96.8130775	
0.018	0.108021478	2.77555756e-17		9.11042799e-19	96.8130775	
0.015	0.108021478	0		9.84713282e-05	96.8130775	
0.015	0.124433366	5.55111512e-17		9.84713282e-05	96.8130761	
0.012	0.124433366	2.77555756e-17		9.11042799e-19	96.8130775	
0.018	0.124433366	2.77555756e-17		9.11042799e-19	96.8130775	
0.015	0.124433366	0		9.84713282e-05	96.8130775	
0.015	0.130515173	0.0129107427		9.84844275e-05	2304.45714	
0.012	0.131223219	0.0155532053		3.36777169e-05	2304.80411	
0.018	0.131223219	0.0155532053		3.36777169e-05	2304.80411	
0.015	0.125599899	0.0312547965		0.000129409516	2919.60274	
0.012	0.128935156	0.0326315378		0.000146654399	2918.48452	
0.018	0.128935156	0.0326315378		0.000146654399	2918.48452	
0.015	0.120017624	0.0520881293		0.000129409523	2866.3646	
0.012	0.126225596	0.0528559704		0.000262951796	2865.47476	
0.018	0.126225596	0.0528559704		0.000262951796	2865.47476	
0.015	0.113935817	0.0747857422		0.000106248992	2813.49775	
0.012	0.114699685	0.0776365379		3.91973899e-05	2813.2518	
0.018	0.114699685	0.0776365379		3.91973899e-05	2813.2518	
0.015	0.116726954	0.0643690755		2.31605305e-05	2821.07506	
0.012	0.124476488	0.0729717095		0.000340051799	2821.68339	
0.015	0.108853074	0.0937547959		0.000129409523	2815.81614	
