X [m]	Y [m]	Z [m]	Volume [m^3]	Pressure [Pa]
0.015	0.0867131434	0.0114672974	5.00381019e-08		2071.5262	
0.015	0.0856860273	0.0231174272	2.65717292e-07		2057.96712	
0.015	0.0844325485	0.0373350903	4.94515285e-07		2043.62403	
0.015	0.083151839	0.0518616199	7.23313271e-07		2029.32512	
0.015	0.0760557333	0.0710996498	2.81850858e-08		2014.98923	
0.015	0.0820407011	0.0663332501	9.2392617e-07		2018.96197	
0.015	0.0750845196	0.082115703	2.27965633e-07		2014.04763	
0.015	0.0818847766	0.0808857383	9.52943609e-07		2013.06581	
0.015	0.0738423155	0.0962054824	4.56763618e-07		2008.62598	
0.015	0.0818847766	0.0955916207	9.52943609e-07		2008.54606	
0.015	0.0725638555	0.110706496	6.85561603e-07		2005.51099	
0.015	0.0818847766	0.110297503	9.52943609e-07		2006.43148	
0.015	0.0921453709	0.00744449986	8.32282441e-07		2073.55562	
0.015	0.103227034	0.00735463425	1.12314672e-06		2073.61928	
0.015	0.0920743956	0.0220622093	8.45224398e-07		2057.21772	
0.015	0.103227034	0.0220622093	1.12288811e-06		2058.0643	
0.015	0.118042551	0.00735463425	1.49195841e-06		2071.45144	
0.015	0.137723093	0.00735463425	1.98187814e-06		2069.81856	
0.015	0.118042551	0.0220622093	1.49161487e-06		2058.24302	
0.015	0.137723093	0.0220622093	1.98142179e-06		2061.45099	
0.015	0.0920743956	0.0367680913	8.45224443e-07		2044.92266	
0.015	0.103227034	0.0367680913	1.12288817e-06		2047.35976	
0.015	0.0920743956	0.0514739736	8.45224443e-07		2033.19325	
0.015	0.103227034	0.0514739736	1.12288817e-06		2037.58257	
0.015	0.118042551	0.0367680913	1.49161495e-06		2050.40942	
0.015	0.137723093	0.0367680913	1.9814219e-06		2055.67954	
0.015	0.118042551	0.0514739736	1.49161495e-06		2042.46699	
0.015	0.137723093	0.0514739736	1.9814219e-06		2047.57065	
0.015	0.163866206	0.00735463425	2.63267457e-06		2070.44354	
0.015	0.198588642	0.00735463425	3.49622499e-06		2071.63473	
0.015	0.163866206	0.0220622093	2.63206837e-06		2065.17197	
0.015	0.198588642	0.0220622093	3.49541995e-06		2068.01467	
0.015	0.163866206	0.0367680913	2.63206851e-06		2060.53051	
0.015	0.198588642	0.0367680913	3.49542014e-06		2064.74268	
0.015	0.163866206	0.0514739736	2.63206851e-06		2055.38672	
0.015	0.198588642	0.0514739736	3.49542014e-06		2060.25541	
0.015	0.0920743956	0.066179856	8.45224443e-07		2023.0506	
0.015	0.103227034	0.066179856	1.12288817e-06		2028.38496	
0.015	0.0920743956	0.0808857383	8.45224443e-07		2015.65129	
0.015	0.103227034	0.0808857383	1.12288817e-06		2020.47072	
0.015	0.118042551	0.066179856	1.49161495e-06		2033.59305	
0.015	0.137723093	0.066179856	1.9814219e-06		2042.13683	
0.015	0.118042551	0.0808857383	1.49161495e-06		2027.47009	
0.015	0.137723093	0.0808857383	1.9814219e-06		2038.54737	
0.015	0.0920743956	0.0955916207	8.45224443e-07		2011.01134	
0.015	0.103227034	0.0955916207	1.12288817e-06		2014.67225	
0.015	0.0920743956	0.110297503	8.45224443e-07		2008.69721	
0.015	0.103227034	0.110297503	1.12288817e-06		2011.61698	
0.015	0.118042551	0.0955916207	1.49161495e-06		2022.56074	
0.015	0.137723093	0.0955916207	1.9814219e-06		2035.57497	
0.015	0.118042551	0.110297503	1.49161495e-06		2018.36986	
0.015	0.137723093	0.110297503	1.9814219e-06		2032.11178	
0.015	0.163866206	0.066179856	2.63206851e-06		2052.89513	
0.015	0.198588642	0.066179856	3.49542014e-06		2058.00603	
0.015	0.163866206	0.0808857383	2.63206851e-06		2051.5169	
0.015	0.198588642	0.0808857383	3.49542014e-06		2058.17949	
0.015	0.163866206	0.0955916207	2.63206851e-06		2050.64403	
0.015	0.198588642	0.0955916207	3.49542014e-06		2058.04282	
0.015	0.163866206	0.110297503	2.63206851e-06		2049.02853	
0.015	0.198588642	0.110297503	3.49542014e-06		2053.45137	
0.015	0.0653983232	0.130732003	1.25611028e-08		2001.59508	
0.015	0.0644768965	0.141183343	1.90213965e-07		2006.07142	
0.015	0.0713582312	0.125234515	9.01798486e-07		2005.18751	
0.015	0.0818847766	0.125003385	9.52943609e-07		2005.63276	
0.015	0.0710847491	0.139709268	9.52943609e-07		2005.98173	
0.015	0.0818847766	0.139709268	9.52943609e-07		2005.47709	
0.015	0.063251338	0.155084319	4.1901195e-07		2007.79819	
0.015	0.0619756528	0.16955386	6.47809936e-07		2006.68869	
0.015	0.0710847491	0.15441515	9.52943609e-07		2005.35707	
0.015	0.0818847766	0.15441515	9.52943609e-07		2004.09011	
0.015	0.0710847491	0.169121032	9.52943609e-07		2004.22824	
0.015	0.0818847766	0.169121032	9.52943609e-07		2003.04654	
0.015	0.054740913	0.190364356	3.16614469e-09		1995.7976	
0.015	0.0607106522	0.184124234	8.73441776e-07		2003.9879	
0.015	0.0538586153	0.200371873	1.52462296e-07		2006.22397	
0.015	0.0602847215	0.198532797	9.5294361e-07		2003.19565	
0.015	0.0710847491	0.183826915	9.52943609e-07		2002.90038	
0.015	0.0818847766	0.183826915	9.52943609e-07		2002.31793	
0.015	0.0710847491	0.198532797	9.52943609e-07		2002.48946	
0.015	0.0818847766	0.198532797	9.52943609e-07		2001.97116	
0.015	0.0526593948	0.213974108	3.81260281e-07		2005.50048	
0.015	0.0602847215	0.213238679	9.5294361e-07		2002.60908	
0.015	0.0513871899	0.228404173	6.10058267e-07		2002.82526	
0.015	0.0602847215	0.227944562	9.5294361e-07		2002.61436	
0.015	0.0710847491	0.213238679	9.52943609e-07		2002.582	
0.015	0.0818847766	0.213238679	9.52943609e-07		2002.12493	
0.015	0.0710847491	0.227944562	9.52943609e-07		2003.77491	
0.015	0.0818847766	0.227944562	9.52943609e-07		2003.97327	
0.015	0.0920743956	0.125003385	8.45224443e-07		2007.24391	
0.015	0.103227034	0.125003385	1.12288817e-06		2010.7131	
0.015	0.0920743956	0.139709268	8.45224443e-07		2006.12538	
0.015	0.103227034	0.139709268	1.12288817e-06		2008.57995	
0.015	0.118042551	0.125003385	1.49161495e-06		2015.24806	
0.015	0.137723093	0.125003385	1.9814219e-06		2027.74568	
0.015	0.118042551	0.139709268	1.49161495e-06		2012.24397	
0.015	0.137723093	0.139709268	1.9814219e-06		2022.91037	
0.015	0.0920743956	0.15441515	8.45224443e-07		2004.40185	
0.015	0.103227034	0.15441515	1.12288817e-06		2005.87691	
0.015	0.0920743956	0.169121032	8.45224443e-07		2002.94553	
0.015	0.103227034	0.169121032	1.12288817e-06		2003.71475	
0.015	0.118042551	0.15441515	1.49161495e-06		2008.95263	
0.015	0.137723093	0.15441515	1.9814219e-06		2016.84227	
0.015	0.118042551	0.169121032	1.49161495e-06		2004.95385	
0.015	0.137723093	0.169121032	1.9814219e-06		2009.02602	
0.015	0.163866206	0.125003385	2.63206851e-06		2045.85657	
0.015	0.198588642	0.125003385	3.49542014e-06		2045.26617	
0.015	0.163866206	0.139709268	2.63206851e-06		2040.71295	
0.015	0.198588642	0.139709268	3.49542014e-06		2031.98686	
0.015	0.163866206	0.15441515	2.63206851e-06		2032.68714	
0.015	0.198588642	0.15441515	3.49542014e-06		2014.77471	
0.015	0.163866206	0.169121032	2.63206851e-06		2021.73839	
0.015	0.198588642	0.169121032	3.49542014e-06		1992.89751	
0.015	0.0920743956	0.183826915	8.45224443e-07		2001.93324	
0.015	0.103227034	0.183826915	1.12288817e-06		2001.84599	
0.015	0.0920743956	0.198532797	8.45224443e-07		2001.49247	
0.015	0.103227034	0.198532797	1.12288817e-06		2001.30649	
0.015	0.118042551	0.183826915	1.49161495e-06		2002.70437	
0.015	0.137723093	0.183826915	1.9814219e-06		2004.80344	
0.015	0.118042551	0.198532797	1.49161495e-06		2002.53553	
0.015	0.137723093	0.198532797	1.9814219e-06		2003.48401	
0.015	0.0920743956	0.213238679	8.45224443e-07		2001.71943	
0.015	0.103227034	0.213238679	1.12288817e-06		2001.80997	
0.015	0.0920743956	0.227944562	8.45224443e-07		2003.91705	
0.015	0.103227034	0.227944562	1.12288817e-06		2005.16043	
0.015	0.118042551	0.213238679	1.49161495e-06		2003.58876	
0.015	0.137723093	0.213238679	1.9814219e-06		2004.51007	
0.015	0.118042551	0.227944562	1.49161495e-06		2007.65258	
0.015	0.137723093	0.227944562	1.9814219e-06		2007.16153	
0.015	0.163866206	0.183826915	2.63206851e-06		2013.90333	
0.015	0.198588642	0.183826915	3.49542014e-06		1964.41154	
0.015	0.163866206	0.198532797	2.63206851e-06		2005.68027	
0.015	0.198588642	0.198532797	3.49542014e-06		1918.14532	
0.015	0.163866206	0.213238679	2.63206851e-06		1996.0922	
0.015	0.198588642	0.213238679	3.49542014e-06		1846.7053	
0.015	0.163866206	0.227944562	2.63206851e-06		1985.08303	
0.015	0.198588642	0.227944562	3.49542014e-06		1768.84161	
0.015	0.0440835428	0.249996595	2.19494134e-13		2002.56776	
0.015	0.0432556395	0.259387141	1.05258373e-07		2001.97529	
0.015	0.0421512329	0.271913943	3.15172261e-07		2008.46271	
0.015	0.0409369228	0.285687333	5.25086145e-07		2010.96106	
0.015	0.0501017216	0.242984695	8.38856032e-07		2002.56776	
0.015	0.0602847215	0.242650444	9.5294361e-07		2004.71106	
0.015	0.0494847239	0.25704628	9.12756376e-07		2005.57607	
0.015	0.0602847215	0.25704628	9.12761441e-07		2005.80212	
0.015	0.0710847491	0.242650444	9.52943609e-07		2005.72681	
0.015	0.0818847766	0.242650444	9.52943609e-07		2006.78889	
0.015	0.0710847491	0.25704628	9.1276144e-07		2006.44262	
0.015	0.0818847766	0.25704628	9.1276144e-07		2007.6419	
0.015	0.0494847239	0.27113214	9.12765628e-07		2006.48772	
0.015	0.0602847215	0.27113214	9.12770693e-07		2005.37775	
0.015	0.0494847239	0.285218071	9.12765626e-07		2006.64552	
0.015	0.0602847215	0.285218071	9.12770691e-07		2004.26041	
0.015	0.0710847491	0.27113214	9.12770692e-07		2005.85893	
0.015	0.0818847766	0.27113214	9.12770692e-07		2007.47847	
0.015	0.0710847491	0.285218071	9.1277069e-07		2004.47314	
0.015	0.0818847766	0.285218071	9.1277069e-07		2005.68891	
0.015	0.0397068735	0.299639245	7.35000029e-07		2010.50296	
0.015	0.032597044	0.317782938	3.34319482e-08		2010.11646	
0.015	0.0386870446	0.313499137	9.11481964e-07		2009.29742	
0.015	0.031645253	0.328578688	2.23429133e-07		2016.33745	
0.015	0.0385745219	0.327475866	9.31398663e-07		2009.84657	
0.015	0.0304504863	0.342130406	4.33343017e-07		2014.36194	
0.015	0.0385745219	0.341561797	9.31398663e-07		2010.03761	
0.015	0.0494847239	0.299304003	9.12765626e-07		2006.42809	
0.015	0.0602847215	0.299304003	9.12770691e-07		2003.77183	
0.015	0.0494847239	0.313389934	9.12765626e-07		2006.20508	
0.015	0.0602847215	0.313389934	9.12770691e-07		2003.9376	
0.015	0.0710847491	0.299304003	9.1277069e-07		2003.29693	
0.015	0.0818847766	0.299304003	9.1277069e-07		2003.98512	
