X [m],Y [m],Z [m],Volume [m^3],Pressure [Pa]
0.012,0.140583149,0.0729214626,0.000330993302,2934.72865
0.018,0.140583149,0.0729214626,0.000330993302,2934.72865
0.012,0.159765575,0.0729214626,0.00046827444,2918.25457
0.018,0.159765575,0.0729214626,0.00046827444,2918.25457
0.012,0.186902599,0.0520881293,0.000662434892,2906.57498
0.018,0.186902599,0.0520881293,0.000662434892,2906.57498
0.012,0.225291437,0.0520881293,0.000937100032,2923.37009
0.018,0.225291437,0.0520881293,0.000937100032,2923.37009
0.012,0.186902599,0.0729214626,0.000662434892,2879.20316
0.018,0.186902599,0.0729214626,0.000662434892,2879.20316
0.012,0.225291437,0.0729214626,0.000937100032,2870.75164
0.018,0.225291437,0.0729214626,0.000937100032,2870.75164
0.012,0.27958878,0.0104190652,0.00132559439,3029.62791
0.018,0.27958878,0.0104190652,0.00132559439,3029.62791
0.015,0.311395721,0.0104190652,0.000125028782,3029.62791
0.015,0.27958878,0.0,0.000381683298,3029.62791
0.012,0.27958878,0.0312547965,0.00132528916,2967.8036
0.018,0.27958878,0.0312547965,0.00132528916,2967.8036
0.015,0.311395721,0.0312547965,0.000124999993,2967.8036
0.012,0.27958878,0.0520881293,0.00132528923,2885.73754
0.018,0.27958878,0.0520881293,0.00132528923,2885.73754
0.015,0.311395721,0.0520881293,0.000125,2885.73754
0.012,0.27958878,0.0729214626,0.00132528923,2818.43022
0.018,0.27958878,0.0729214626,0.00132528923,2818.43022
0.015,0.311395721,0.0729214626,0.000125,2818.43022
0.012,0.140583149,0.0937547959,0.000330993302,2879.20729
0.018,0.140583149,0.0937547959,0.000330993302,2879.20729
0.012,0.159765575,0.0937547959,0.00046827444,2829.69256
0.018,0.159765575,0.0937547959,0.00046827444,2829.69256
0.012,0.140583149,0.114588129,0.000330993302,2787.09898
0.018,0.140583149,0.114588129,0.000330993302,2787.09898
0.012,0.159765575,0.114588129,0.00046827444,2754.25204
0.018,0.159765575,0.114588129,0.00046827444,2754.25204
0.012,0.186902599,0.0937547959,0.000662434892,2794.21571
0.018,0.186902599,0.0937547959,0.000662434892,2794.21571
0.012,0.225291437,0.0937547959,0.000937100032,2785.85511
0.018,0.225291437,0.0937547959,0.000937100032,2785.85511
0.012,0.186902599,0.114588129,0.000662434892,2728.12992
0.018,0.186902599,0.114588129,0.000662434892,2728.12992
0.012,0.225291437,0.114588129,0.000937100032,2717.6061
0.018,0.225291437,0.114588129,0.000937100032,2717.6061
0.012,0.140583149,0.135421463,0.000330993302,2734.81285
0.018,0.140583149,0.135421463,0.000330993302,2734.81285
0.012,0.159765575,0.135421463,0.00046827444,2700.64009
0.018,0.159765575,0.135421463,0.00046827444,2700.64009
0.012,0.140583149,0.156254796,0.000330993302,2661.04132
0.018,0.140583149,0.156254796,0.000330993302,2661.04132
0.012,0.159765575,0.156254796,0.00046827444,2628.05398
0.018,0.159765575,0.156254796,0.00046827444,2628.05398
0.012,0.186902599,0.135421463,0.000662434892,2667.89354
0.018,0.186902599,0.135421463,0.000662434892,2667.89354
0.012,0.225291437,0.135421463,0.000937100032,2649.20784
0.018,0.225291437,0.135421463,0.000937100032,2649.20784
0.012,0.186902599,0.156254796,0.000662434892,2603.73475
0.018,0.186902599,0.156254796,0.000662434892,2603.73475
0.012,0.225291437,0.156254796,0.000937100032,2590.61084
0.018,0.225291437,0.156254796,0.000937100032,2590.61084
0.012,0.27958878,0.0937547959,0.00132528923,2734.65593
0.018,0.27958878,0.0937547959,0.00132528923,2734.65593
0.015,0.311395721,0.0937547959,0.000125,2734.65593
0.012,0.27958878,0.114588129,0.00132528923,2650.78866
0.018,0.27958878,0.114588129,0.00132528923,2650.78866
0.015,0.311395721,0.114588129,0.000125,2650.78866
0.012,0.27958878,0.135421463,0.00132528923,2546.31345
0.018,0.27958878,0.135421463,0.00132528923,2546.31345
0.015,0.311395721,0.135421463,0.000125,2546.31345
0.012,0.27958878,0.156254796,0.00132528923,2428.40385
0.018,0.27958878,0.156254796,0.00132528923,2428.40385
0.015,0.311395721,0.156254796,0.000125,2428.40385
0.015,0.0669889311,0.249993906,1.35293572e-07,2564.40349
0.012,0.0669899038,0.249997536,6.35567726e-11,2564.37751
0.018,0.0669899038,0.249997536,6.35567726e-11,2564.37751
0.015,0.086523975,0.177088129,0.000129409523,2916.05357
0.012,0.0930720679,0.177817272,0.000276907483,2934.38929
0.018,0.0930720679,0.177817272,0.000276907483,2934.38929
0.015,0.0807771044,0.198535742,0.000121778134,2604.68241
0.012,0.0816526183,0.201803205,5.14927568e-05,2603.58942
0.018,0.0816526183,0.201803205,5.14927568e-05,2603.58942
0.015,0.0835682418,0.188119076,7.63138841e-06,2600.99501
0.012,0.0916143813,0.197927385,0.000341712119,2601.23863
0.018,0.0916143813,0.197927385,0.000341712119,2601.23863
0.012,0.108021478,0.177088129,0.000341914334,2717.23731
0.018,0.108021478,0.177088129,0.000341914334,2717.23731
0.012,0.124433366,0.177088129,0.000341914334,2642.6658
0.018,0.124433366,0.177088129,0.000341914334,2642.6658
0.012,0.108021478,0.197921463,0.000341914334,2582.83483
0.018,0.108021478,0.197921463,0.000341914334,2582.83483
0.012,0.124433366,0.197921463,0.000341914334,2575.07813
0.018,0.124433366,0.197921463,0.000341914334,2575.07813
0.015,0.0753594253,0.218754796,0.000129409523,2558.94237
0.012,0.0792201269,0.219959568,0.000167587934,2558.94442
0.018,0.0792201269,0.219959568,0.000167587934,2558.94442
0.012,0.0916095902,0.218754796,0.000341914335,2558.72484
0.018,0.0916095902,0.218754796,0.000341914335,2558.72484
0.015,0.0697800685,0.239577239,0.000129274229,2564.40349
0.012,0.0764951149,0.240299348,0.000283885263,2564.37751
0.012,0.0916095902,0.239588129,0.000341914335,2562.55244
0.018,0.0916095902,0.239588129,0.000341914335,2562.55244
0.012,0.108021478,0.218754796,0.000341914334,2560.01068
0.018,0.108021478,0.218754796,0.000341914334,2560.01068
0.012,0.124433366,0.218754796,0.000341914334,2563.33754
0.018,0.124433366,0.218754796,0.000341914334,2563.33754
0.012,0.108021478,0.239588129,0.000341914334,2562.12405
0.018,0.108021478,0.239588129,0.000341914334,2562.12405
0.012,0.124433366,0.239588129,0.000341914334,2564.48096
0.018,0.124433366,0.239588129,0.000341914334,2564.48096
0.015,0.0641334229,0.260650807,0.000132258742,2575.71991
0.012,0.065088175,0.264192232,6.08616749e-05,2575.71343
0.015,0.0584282569,0.281942777,0.000132258086,2581.54842
0.012,0.0625516851,0.283124851,0.000182335295,2581.55311
0.018,0.0625516851,0.283124851,0.000182335295,2581.55311
0.015,0.0500577768,0.313181834,8.68164025e-06,2486.47307
0.012,0.0501201927,0.313414773,2.61704436e-07,2486.69214
0.018,0.0501201927,0.313414773,2.61704436e-07,2486.69214
0.015,0.0529103527,0.302535875,0.000123576446,2566.51366
0.012,0.0597707433,0.303935967,0.000303547211,2566.55493
0.015,0.047017953,0.324526611,0.000132258086,2581.37714
0.012,0.0482112322,0.327663449,6.87105403e-05,2581.37522
0.018,0.0482112322,0.327663449,6.87105403e-05,2581.37522
0.012,0.0586184369,0.324526611,0.000356571996,2581.50061
0.018,0.0586184369,0.324526611,0.000356571996,2581.50061
0.012,0.0751977476,0.260650807,0.00034944035,2571.46084
0.018,0.0751977476,0.260650807,0.00034944035,2571.46084
0.012,0.0916095902,0.260650807,0.000349442289,2567.86591
0.018,0.0916095902,0.260650807,0.000349442289,2567.86591
0.012,0.0751977476,0.281942777,0.000349438617,2574.68604
0.018,0.0751977476,0.281942777,0.000349438617,2574.68604
0.012,0.0916095902,0.281942777,0.000349440556,2572.02219
0.018,0.0916095902,0.281942777,0.000349440556,2572.02219
0.012,0.108021478,0.260650807,0.000349442289,2563.9386
0.018,0.108021478,0.260650807,0.000349442289,2563.9386
0.012,0.124433366,0.260650807,0.000349442289,2564.17316
0.018,0.124433366,0.260650807,0.000349442289,2564.17316
0.012,0.108021478,0.281942777,0.000349440555,2568.51604
0.018,0.108021478,0.281942777,0.000349440555,2568.51604
0.012,0.124433366,0.281942777,0.000349440555,2564.33706
0.018,0.124433366,0.281942777,0.000349440555,2564.33706
0.012,0.0751977476,0.303234694,0.000349438617,2579.73407
0.018,0.0751977476,0.303234694,0.000349438617,2579.73407
0.012,0.0916095902,0.303234694,0.000349440556,2577.58017
0.018,0.0916095902,0.303234694,0.000349440556,2577.58017
0.012,0.0751977476,0.324526611,0.000349438617,2583.55183
0.018,0.0751977476,0.324526611,0.000349438617,2583.55183
0.012,0.0916095902,0.324526611,0.000349440556,2581.12537
0.018,0.0916095902,0.324526611,0.000349440556,2581.12537
0.012,0.108021478,0.303234694,0.000349440556,2572.34065
0.018,0.108021478,0.303234694,0.000349440556,2572.34065
0.012,0.124433366,0.303234694,0.000349440556,2563.57798
0.018,0.124433366,0.303234694,0.000349440556,2563.57798
0.012,0.108021478,0.324526611,0.000349440556,2572.77896
0.018,0.108021478,0.324526611,0.000349440556,2572.77896
0.012,0.124433366,0.324526611,0.000349440556,2551.42529
0.018,0.124433366,0.324526611,0.000349440556,2551.42529
0.012,0.140583149,0.177088129,0.000330993302,2605.11259
0.018,0.140583149,0.177088129,0.000330993302,2605.11259
0.012,0.159765575,0.177088129,0.00046827444,2589.49928
0.018,0.159765575,0.177088129,0.00046827444,2589.49928
0.012,0.140583149,0.197921463,0.000330993302,2573.07443
0.018,0.140583149,0.197921463,0.000330993302,2573.07443
0.012,0.159765575,0.197921463,0.00046827444,2572.86935
0.018,0.159765575,0.197921463,0.00046827444,2572.86935
0.012,0.186902599,0.177088129,0.000662434892,2575.80512
0.018,0.186902599,0.177088129,0.000662434892,2575.80512
0.012,0.225291437,0.177088129,0.000937100032,2552.59776
0.018,0.225291437,0.177088129,0.000937100032,2552.59776
0.012,0.186902599,0.197921463,0.000662434892,2567.39105
0.018,0.186902599,0.197921463,0.000662434892,2567.39105
0.012,0.225291437,0.197921463,0.000937100032,2522.71802
0.018,0.225291437,0.197921463,0.000937100032,2522.71802
0.012,0.140583149,0.218754796,0.000330993302,2567.05156
0.018,0.140583149,0.218754796,0.000330993302,2567.05156
0.012,0.159765575,0.218754796,0.00046827444,2571.4334
0.018,0.159765575,0.218754796,0.00046827444,2571.4334
0.012,0.140583149,0.239588129,0.000330993302,2569.75696
0.018,0.140583149,0.239588129,0.000330993302,2569.75696
0.012,0.159765575,0.239588129,0.00046827444,2573.24311
0.018,0.159765575,0.239588129,0.00046827444,2573.24311
0.012,0.186902599,0.218754796,0.000662434892,2567.84167
0.018,0.186902599,0.218754796,0.000662434892,2567.84167
0.012,0.225291437,0.218754796,0.000937100032,2486.6928
0.018,0.225291437,0.218754796,0.000937100032,2486.6928
0.012,0.186902599,0.239588129,0.000662434892,2564.42641
0.018,0.186902599,0.239588129,0.000662434892,2564.42641
0.012,0.225291437,0.239588129,0.000937100032,2396.61148
0.018,0.225291437,0.239588129,0.000937100032,2396.61148
0.012,0.27958878,0.177088129,0.00132528923,2276.41414
0.018,0.27958878,0.177088129,0.00132528923,2276.41414
0.015,0.311395721,0.177088129,0.000125,2276.41414
0.012,0.27958878,0.197921463,0.00132528923,2088.87863
0.018,0.27958878,0.197921463,0.00132528923,2088.87863
0.015,0.311395721,0.197921463,0.000125,2088.87863
0.012,0.27958878,0.218754796,0.00132528923,1833.27121
0.018,0.27958878,0.218754796,0.00132528923,1833.27121
0.015,0.311395721,0.218754796,0.000125,1833.27121
0.012,0.27958878,0.239588129,0.00132528923,1584.78987
0.018,0.27958878,0.239588129,0.00132528923,1584.78987
0.015,0.311395721,0.239588129,0.000125,1584.78987
0.012,0.140583149,0.260650807,0.000338280807,2565.85606
0.018,0.140583149,0.260650807,0.000338280807,2565.85606
0.012,0.159765575,0.260650807,0.000478584475,2568.64329
0.018,0.159765575,0.260650807,0.000478584475,2568.64329
0.012,0.140583149,0.281942777,0.000338279129,2559.81901
0.018,0.140583149,0.281942777,0.000338279129,2559.81901
0.012,0.159765575,0.281942777,0.000478582101,2553.49548
0.018,0.159765575,0.281942777,0.000478582101,2553.49548
0.012,0.186902599,0.260650807,0.000677019772,2533.2491
0.018,0.186902599,0.260650807,0.000677019772,2533.2491
0.012,0.225291437,0.260650807,0.000957732237,2174.81654
0.018,0.225291437,0.260650807,0.000957732237,2174.81654
0.012,0.186902599,0.281942777,0.000677016414,2436.11918
0.018,0.186902599,0.281942777,0.000677016414,2436.11918
0.012,0.225291437,0.281942777,0.000957727486,1785.82985
0.018,0.225291437,0.281942777,0.000957727486,1785.82985
0.012,0.140583149,0.303234694,0.000338279129,2546.96568
0.018,0.140583149,0.303234694,0.000338279129,2546.96568
0.012,0.159765575,0.303234694,0.000478582102,2499.60559
0.018,0.159765575,0.303234694,0.000478582102,2499.60559
0.012,0.140583149,0.324526611,0.000338279129,2498.9194
0.018,0.140583149,0.324526611,0.000338279129,2498.9194
0.012,0.159765575,0.324526611,0.000478582102,2316.88223
0.018,0.159765575,0.324526611,0.000478582102,2316.88223
0.012,0.186902599,0.303234694,0.000677016415,2163.67107
0.018,0.186902599,0.303234694,0.000677016415,2163.67107
0.012,0.225291437,0.303234694,0.000957727487,1455.43415
0.018,0.225291437,0.303234694,0.000957727487,1455.43415
0.012,0.186902599,0.324526611,0.000677016415,1691.06587
0.018,0.186902599,0.324526611,0.000677016415,1691.06587
0.012,0.225291437,0.324526611,0.000957727487,1268.98615
0.018,0.225291437,0.324526611,0.000957727487,1268.98615
0.012,0.27958878,0.260650807,0.00135446823,1375.97444
0.018,0.27958878,0.260650807,0.00135446823,1375.97444
0.015,0.311395721,0.260650807,0.000127752135,1375.97444
0.012,0.27958878,0.281942777,0.00135446151,1252.592
0.018,0.27958878,0.281942777,0.00135446151,1252.592
0.015,0.311395721,0.281942777,0.000127751501,1252.592
0.012,0.27958878,0.303234694,0.00135446151,1201.75708
0.018,0.27958878,0.303234694,0.00135446151,1201.75708
0.015,0.311395721,0.303234694,0.000127751501,1201.75708
0.012,0.27958878,0.324526611,0.00135446151,1180.97315
0.018,0.27958878,0.324526611,0.00135446151,1180.97315
0.015,0.311395721,0.324526611,0.000127751501,1180.97315
0.015,0.0331266366,0.376369709,1.72273312e-05,2562.21375
0.012,0.0332504911,0.37683194,1.03048937e-06,2562.28235
0.018,0.0332504911,0.37683194,1.03048937e-06,2562.28235
0.015,0.0413128011,0.345818527,0.000132258086,2586.06248
0.012,0.0456270807,0.346951818,0.000190184161,2586.06761
0.018,0.0456270807,0.346951818,0.000190184161,2586.06761
0.012,0.0586184369,0.345818527,0.000356571996,2583.90032
0.018,0.0586184369,0.345818527,0.000356571996,2583.90032
0.015,0.0359792126,0.365723751,0.000115030755,2587.08043
0.012,0.0428654755,0.36777206,0.000310627292,2587.0998
0.018,0.0428654755,0.36777206,0.000310627292,2587.0998
0.012,0.0586184369,0.367110444,0.000356571996,2582.77472
0.018,0.0586184369,0.367110444,0.000356571996,2582.77472
0.015,0.0299024972,0.388402361,0.000132258086,2594.7339
0.012,0.0313231767,0.391217611,7.65594065e-05,2594.72874
0.015,0.0241973453,0.409694278,0.000132258086,2601.8531
0.012,0.0287019583,0.410782651,0.000198033027,2601.85542
0.018,0.0287019583,0.410782651,0.000198033027,2601.85542
0.012,0.0418716123,0.388402361,0.000356571996,2592.47689
0.018,0.0418716123,0.388402361,0.000356571996,2592.47689
0.012,0.0586184369,0.388402361,0.000356571996,2574.63812
0.018,0.0586184369,0.388402361,0.000356571996,2574.63812
0.012,0.0418716123,0.409694278,0.000356571996,2579.82457
0.018,0.0418716123,0.409694278,0.000356571996,2579.82457
0.012,0.0586184369,0.409694278,0.000356571996,2503.62428
0.018,0.0586184369,0.409694278,0.000356571996,2503.62428
0.012,0.0751977476,0.345818527,0.000349438617,2581.70814
0.018,0.0751977476,0.345818527,0.000349438617,2581.70814
0.012,0.0916095902,0.345818527,0.000349440556,2572.87821
0.018,0.0916095902,0.345818527,0.000349440556,2572.87821
0.012,0.0751977476,0.367110444,0.000349438617,2570.46064
0.018,0.0751977476,0.367110444,0.000349438617,2570.46064
0.012,0.0916095902,0.367110444,0.000349440556,2542.41615
0.018,0.0916095902,0.367110444,0.000349440556,2542.41615
0.012,0.108021478,0.345818527,0.000349440556,2550.09878
0.018,0.108021478,0.345818527,0.000349440556,2550.09878
0.012,0.124433366,0.345818527,0.000349440556,2483.89174
0.018,0.124433366,0.345818527,0.000349440556,2483.89174
0.012,0.108021478,0.367110444,0.000349440556,2454.17345
0.018,0.108021478,0.367110444,0.000349440556,2454.17345
0.012,0.124433366,0.367110444,0.000349440556,2218.44461
0.018,0.124433366,0.367110444,0.000349440556,2218.44461
0.012,0.0751977476,0.388402361,0.000349438617,2523.85339
0.018,0.0751977476,0.388402361,0.000349438617,2523.85339
0.012,0.0916095902,0.388402361,0.000349440556,2411.0305
0.018,0.0916095902,0.388402361,0.000349440556,2411.0305
0.012,0.0751977476,0.409694278,0.000349438617,2342.04851
0.018,0.0751977476,0.409694278,0.000349438617,2342.04851
0.012,0.0916095902,0.409694278,0.000349440556,1967.19756
0.018,0.0916095902,0.409694278,0.000349440556,1967.19756
0.012,0.108021478,0.388402361,0.000349440556,2105.43596
0.018,0.108021478,0.388402361,0.000349440556,2105.43596
0.012,0.124433366,0.388402361,0.000349440556,1666.35116
0.018,0.124433366,0.388402361,0.000349440556,1666.35116
0.012,0.108021478,0.409694278,0.000349440556,1528.42024
0.018,0.108021478,0.409694278,0.000349440556,1528.42024
0.012,0.124433366,0.409694278,0.000349440556,1295.19166
0.018,0.124433366,0.409694278,0.000349440556,1295.19166
0.015,0.0161954971,0.439557582,2.57730508e-05,2572.07626
0.012,0.0163807903,0.440249106,2.30642412e-06,2572.11849
0.018,0.0163807903,0.440249106,2.30642412e-06,2572.11849
0.015,0.0190480731,0.428911624,0.000106485035,2568.18256
0.012,0.0259740707,0.431598331,0.000317200224,2568.19708
0.018,0.0259740707,0.431598331,0.000317200224,2568.19708
0.015,0.0127870414,0.452278112,0.000132258086,2630.55981
0.012,0.0144271093,0.454831579,8.4408299e-05,2630.56183
0.018,0.0144271093,0.454831579,8.4408299e-05,2630.56183
0.012,0.0251247884,0.452278112,0.000356571969,2492.36579
0.018,0.0251247884,0.452278112,0.000356571969,2492.36579
0.012,0.0418716123,0.430986195,0.000356571996,2487.35256
0.018,0.0418716123,0.430986195,0.000356571996,2487.35256
0.012,0.0586184369,0.430986195,0.000356571996,2251.14715
0.018,0.0586184369,0.430986195,0.000356571996,2251.14715
0.012,0.0418716123,0.452278112,0.000356571996,2157.72328
0.018,0.0418716123,0.452278112,0.000356571996,2157.72328
0.012,0.0586184369,0.452278112,0.000356571996,1654.7539
0.018,0.0586184369,0.452278112,0.000356571996,1654.7539
0.015,0.00708188949,0.473570029,0.000132258086,2645.15212
0.012,0.0117763777,0.47461691,0.00020588192,2645.15076
0.018,0.0117763777,0.47461691,0.00020588192,2645.15076
0.012,0.0251247884,0.473570029,0.000356571969,2004.46867
0.018,0.0251247884,0.473570029,0.000356571969,2004.46867
0.015,0.00211465676,0.492107994,9.8044876e-05,1651.1088
0.012,0.00909487535,0.495417874,0.000323291152,1651.1088
0.018,0.00909487535,0.495417874,0.000323291152,1651.1088
0.015,0.0,0.502753952,3.30474234e-05,1651.1088
0.012,0.0251247884,0.494861945,0.000356571969,1344.85353
0.018,0.0251247884,0.494861945,0.000356571969,1344.85353
0.012,0.0418716123,0.473570029,0.000356571996,1477.71651
0.018,0.0418716123,0.473570029,0.000356571996,1477.71651
0.012,0.0586184369,0.473570029,0.000356571996,1263.65421
0.018,0.0586184369,0.473570029,0.000356571996,1263.65421
0.012,0.0418716123,0.494861945,0.000356571996,1214.19456
0.018,0.0418716123,0.494861945,0.000356571996,1214.19456
0.012,0.0586184369,0.494861945,0.000356571996,1181.95932
0.018,0.0586184369,0.494861945,0.000356571996,1181.95932
0.012,0.0751977476,0.430986195,0.000349438617,1816.38959
0.018,0.0751977476,0.430986195,0.000349438617,1816.38959
0.012,0.0916095902,0.430986195,0.000349440556,1414.45517
0.018,0.0916095902,0.430986195,0.000349440556,1414.45517
0.012,0.0751977476,0.452278112,0.000349438617,1335.57107
0.018,0.0751977476,0.452278112,0.000349438617,1335.57107
0.012,0.0916095902,0.452278112,0.000349440556,1220.73378
0.018,0.0916095902,0.452278112,0.000349440556,1220.73378
0.012,0.108021478,0.430986195,0.000349440556,1250.59991
0.018,0.108021478,0.430986195,0.000349440556,1250.59991
0.012,0.124433366,0.430986195,0.000349440556,1195.56275
0.018,0.124433366,0.430986195,0.000349440556,1195.56275
0.012,0.108021478,0.452278112,0.000349440556,1185.74565
0.018,0.108021478,0.452278112,0.000349440556,1185.74565
0.012,0.124433366,0.452278112,0.000349440556,1175.80114
0.018,0.124433366,0.452278112,0.000349440556,1175.80114
0.012,0.0751977476,0.473570029,0.000349438617,1197.03146
0.018,0.0751977476,0.473570029,0.000349438617,1197.03146
0.012,0.0916095902,0.473570029,0.000349440556,1178.64189
0.018,0.0916095902,0.473570029,0.000349440556,1178.64189
0.012,0.0751977476,0.494861945,0.000349438617,1174.34793
0.018,0.0751977476,0.494861945,0.000349438617,1174.34793
0.012,0.0916095902,0.494861945,0.000349440556,1172.55662
0.018,0.0916095902,0.494861945,0.000349440556,1172.55662
0.012,0.108021478,0.473570029,0.000349440556,1173.73175
0.018,0.108021478,0.473570029,0.000349440556,1173.73175
0.012,0.124433366,0.473570029,0.000349440556,1172.4486
0.018,0.124433366,0.473570029,0.000349440556,1172.4486
0.012,0.108021478,0.494861945,0.000349440556,1172.13203
0.018,0.108021478,0.494861945,0.000349440556,1172.13203
0.012,0.124433366,0.494861945,0.000349440556,1172.03157
0.018,0.124433366,0.494861945,0.000349440556,1172.03157
0.012,0.140583149,0.345818527,0.000338279129,2313.08538
0.018,0.140583149,0.345818527,0.000338279129,2313.08538
0.012,0.159765575,0.345818527,0.000478582102,1835.70295
0.018,0.159765575,0.345818527,0.000478582102,1835.70295
0.012,0.140583149,0.367110444,0.000338279129,1809.22933
0.018,0.140583149,0.367110444,0.000338279129,1809.22933
0.012,0.159765575,0.367110444,0.000478582102,1385.97757
0.018,0.159765575,0.367110444,0.000478582102,1385.97757
0.012,0.186902599,0.345818527,0.000677016415,1344.35011
0.018,0.186902599,0.345818527,0.000677016415,1344.35011
0.012,0.225291437,0.345818527,0.000957727487,1198.86927
0.018,0.225291437,0.345818527,0.000957727487,1198.86927
0.012,0.186902599,0.367110444,0.000677016415,1216.65285
0.018,0.186902599,0.367110444,0.000677016415,1216.65285
0.012,0.225291437,0.367110444,0.000957727487,1178.31682
0.018,0.225291437,0.367110444,0.000957727487,1178.31682
0.012,0.140583149,0.388402361,0.000338279129,1353.46733
0.018,0.140583149,0.388402361,0.000338279129,1353.46733
0.012,0.159765575,0.388402361,0.000478582102,1221.61767
0.018,0.159765575,0.388402361,0.000478582102,1221.61767
0.012,0.140583149,0.409694278,0.000338279129,1209.95497
0.018,0.140583149,0.409694278,0.000338279129,1209.95497
0.012,0.159765575,0.409694278,0.000478582102,1181.54628
0.018,0.159765575,0.409694278,0.000478582102,1181.54628
0.012,0.186902599,0.388402361,0.000677016415,1181.38482
0.018,0.186902599,0.388402361,0.000677016415,1181.38482
0.012,0.225291437,0.388402361,0.000957727487,1173.26882
0.018,0.225291437,0.388402361,0.000957727487,1173.26882
0.012,0.186902599,0.409694278,0.000677016415,1173.72926
0.018,0.186902599,0.409694278,0.000677016415,1173.72926
0.012,0.225291437,0.409694278,0.000957727487,1172.2262
0.018,0.225291437,0.409694278,0.000957727487,1172.2262
0.012,0.27958878,0.345818527,0.00135446151,1174.3184
0.018,0.27958878,0.345818527,0.00135446151,1174.3184
0.015,0.311395721,0.345818527,0.000127751501,1174.3184
0.012,0.27958878,0.367110444,0.00135446151,1172.51835
0.018,0.27958878,0.367110444,0.00135446151,1172.51835
0.015,0.311395721,0.367110444,0.000127751501,1172.51835
0.012,0.27958878,0.388402361,0.00135446151,1172.10079
0.018,0.27958878,0.388402361,0.00135446151,1172.10079
0.015,0.311395721,0.388402361,0.000127751501,1172.10079
0.012,0.27958878,0.409694278,0.00135446151,1172.01759
0.018,0.27958878,0.409694278,0.00135446151,1172.01759
0.015,0.311395721,0.409694278,0.000127751501,1172.01759
0.012,0.140583149,0.430986195,0.000338279129,1178.76825
0.018,0.140583149,0.430986195,0.000338279129,1178.76825
0.012,0.159765575,0.430986195,0.000478582102,1173.62501
0.018,0.159765575,0.430986195,0.000478582102,1173.62501
0.012,0.140583149,0.452278112,0.000338279129,1173.02803
0.018,0.140583149,0.452278112,0.000338279129,1173.02803
0.012,0.159765575,0.452278112,0.000478582102,1172.23414
0.018,0.159765575,0.452278112,0.000478582102,1172.23414
0.012,0.186902599,0.430986195,0.000677016415,1172.28285
0.018,0.186902599,0.430986195,0.000677016415,1172.28285
0.012,0.225291437,0.430986195,0.000957727487,1172.03577
0.018,0.225291437,0.430986195,0.000957727487,1172.03577
0.012,0.186902599,0.452278112,0.000677016415,1172.03888
0.018,0.186902599,0.452278112,0.000677016415,1172.03888
0.012,0.225291437,0.452278112,0.000957727487,1172.00488
0.018,0.225291437,0.452278112,0.000957727487,1172.00488
0.012,0.140583149,0.473570029,0.000338279129,1172.11449
0.018,0.140583149,0.473570029,0.000338279129,1172.11449
0.012,0.159765575,0.473570029,0.000478582102,1172.02481
0.018,0.159765575,0.473570029,0.000478582102,1172.02481
0.012,0.140583149,0.494861945,0.000338279129,1172.00765
0.018,0.140583149,0.494861945,0.000338279129,1172.00765
0.012,0.159765575,0.494861945,0.000478582102,1172.00175
0.018,0.159765575,0.494861945,0.000478582102,1172.00175
0.012,0.186902599,0.473570029,0.000677016415,1172.0041
0.018,0.186902599,0.473570029,0.000677016415,1172.0041
0.012,0.225291437,0.473570029,0.000957727487,1172.0007
0.018,0.225291437,0.473570029,0.000957727487,1172.0007
0.012,0.186902599,0.494861945,0.000677016415,1172.00049
0.018,0.186902599,0.494861945,0.000677016415,1172.00049
0.012,0.225291437,0.494861945,0.000957727487,1172.00029
0.018,0.225291437,0.494861945,0.000957727487,1172.00029
0.012,0.27958878,0.430986195,0.00135446151,1172.00287
0.018,0.27958878,0.430986195,0.00135446151,1172.00287
0.015,0.311395721,0.430986195,0.000127751501,1172.00287
0.012,0.27958878,0.452278112,0.00135446151,1172.00057
0.018,0.27958878,0.452278112,0.00135446151,1172.00057
0.015,0.311395721,0.452278112,0.000127751501,1172.00057
0.012,0.27958878,0.473570029,0.00135446151,1172.00027
0.018,0.27958878,0.473570029,0.00135446151,1172.00027
0.015,0.311395721,0.473570029,0.000127751501,1172.00027
0.012,0.27958878,0.494861945,0.00135446151,1172.00024
0.018,0.27958878,0.494861945,0.00135446151,1172.00024
0.015,0.311395721,0.494861945,0.000127751501,1172.00024
0.012,0.00837568839,0.516153862,0.000356668922,1172.02204
0.018,0.00837568839,0.516153862,0.000356668922,1172.02204
0.015,0.0,0.516153862,0.000127751501,1172.02204
0.012,0.0251247884,0.516153862,0.000356571969,1172.01657
0.018,0.0251247884,0.516153862,0.000356571969,1172.01657
0.012,0.00837568839,0.537276946,0.000351012547,1172.0002
0.018,0.00837568839,0.537276946,0.000351012547,1172.0002
0.015,0.0,0.537276946,0.000125725504,1172.0002
0.012,0.0251247884,0.537276946,0.000350917132,1172.00021
0.018,0.0251247884,0.537276946,0.000350917132,1172.00021
0.012,0.0418716123,0.516153862,0.000356571996,1172.00725
0.018,0.0418716123,0.516153862,0.000356571996,1172.00725
0.012,0.0586184369,0.516153862,0.000356571996,1172.00258
0.018,0.0586184369,0.516153862,0.000356571996,1172.00258
0.012,0.0418716123,0.537276946,0.000350917158,1172.00022
0.018,0.0418716123,0.537276946,0.000350917158,1172.00022
0.012,0.0586184369,0.537276946,0.000350917158,1172.00023
