Mach, theta[deg], Theory, CFD, 
1.5,   2.5,     44.660755, 44.08
1.5,   5,       47.889264, 51.74
1.5,   10,      56.678677, 57.32
2,     2.5,     32.072802, 32.98
2,     5.0,     34.301575, 37.99
2,     10.0,    39.313932, 42.43
2,     15.0,    45.343617, 46.23
3.0,   2.5,  	21.229960, 22.81
3.0,   5.0,   	23.133257, 25.91
3.0,   10.0,  	27.382691, 29.21
3.0,   15.0,  	32.240400, 33.37


